audio,text,speaker,utterance,mic,n_words,duration_sec,text_devnagari,sentence_id
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M05\M05_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M05,M05_S1_H26,M2,7,4.004125,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M05\M05_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M05,M05_S1_H27,M2,5,2.4373125,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M05\M05_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M05,M05_S1_H30,M2,5,2.611375,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M08,M08_S1_H01,M2,7,2.6875,आपके हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M08,M08_S1_H02,M2,8,2.8125625,इसके बदले में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M08,M08_S1_H03,M2,6,2.5625625,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M08,M08_S1_H04,M2,5,1.9125625,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M08,M08_S1_H05,M2,5,2.2750625,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M08,M08_S1_H06,M2,8,2.8125625,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M08,M08_S1_H07,M2,6,2.1250625,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M08,M08_S1_H08,M2,6,3.9725625,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M08,M08_S1_H11,M2,7,2.3750625,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H12_M2.wav,doonoon mein badaa antara thaa,M08,M08_S1_H12,M2,5,2.0625625,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M08,M08_S1_H14,M2,7,1.9375625,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M08,M08_S1_H15,M2,9,3.5625625,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M08,M08_S1_H17,M2,5,1.9375625,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M08,M08_S1_H19,M2,8,2.8750625,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M08,M08_S1_H20,M2,5,2.0000625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M08,M08_S1_H21,M2,6,2.0000625,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H22_M2.wav,eika baara phira sei aabhaara,M08,M08_S1_H22,M2,5,2.6250625,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M08,M08_S1_H23,M2,7,2.6250625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M08,M08_S1_H26,M2,7,3.0625625,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M08,M08_S1_H27,M2,5,2.0000625,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M08\M08_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M08,M08_S1_H30,M2,5,2.4030625,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M09,M09_S1_H01,M2,7,3.4375,आपके हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M09,M09_S1_H02,M2,8,2.8750625,इसके बदले में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M09,M09_S1_H03,M2,6,2.6250625,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M09,M09_S1_H04,M2,5,2.4375625,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M09,M09_S1_H05,M2,5,2.3750625,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M09,M09_S1_H06,M2,8,3.1250625,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M09,M09_S1_H07,M2,6,2.4375625,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M09,M09_S1_H08,M2,6,3.1875625,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M09,M09_S1_H11,M2,7,2.6250625,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H12_M2.wav,doonoon mein badaa antara thaa,M09,M09_S1_H12,M2,5,2.3125625,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M09,M09_S1_H14,M2,7,2.5000625,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M09,M09_S1_H15,M2,9,5.3125625,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M09,M09_S1_H17,M2,5,2.6250625,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M09,M09_S1_H19,M2,8,3.0625625,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M09,M09_S1_H20,M2,5,2.3750625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M09,M09_S1_H21,M2,6,2.2500625,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H22_M2.wav,eika baara phira sei aabhaara,M09,M09_S1_H22,M2,5,2.0000625,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M09,M09_S1_H23,M2,7,2.6875625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M09,M09_S1_H26,M2,7,3.0000625,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M09,M09_S1_H27,M2,5,1.8750625,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M09\M09_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M09,M09_S1_H30,M2,5,2.432125,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M10,M10_S1_H01,M2,7,3.3125,आपके हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M10,M10_S1_H02,M2,8,3.3500625,इसके बदले में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M10,M10_S1_H03,M2,6,2.4938125,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M10,M10_S1_H04,M2,5,2.0313125,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M10,M10_S1_H05,M2,5,2.4375625,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M10,M10_S1_H06,M2,8,2.7813125,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M10,M10_S1_H07,M2,6,2.3813125,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M10,M10_S1_H08,M2,6,2.9750625,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M10,M10_S1_H11,M2,7,2.8500625,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H12_M2.wav,doonoon mein badaa antara thaa,M10,M10_S1_H12,M2,5,2.1500625,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M10,M10_S1_H14,M2,7,2.4563125,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M10,M10_S1_H15,M2,9,3.6000625,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M10,M10_S1_H17,M2,5,2.1313125,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M10,M10_S1_H19,M2,8,3.2000625,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M10,M10_S1_H20,M2,5,2.0188125,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M10,M10_S1_H21,M2,6,2.4375625,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H22_M2.wav,eika baara phira sei aabhaara,M10,M10_S1_H22,M2,5,2.0500625,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M10,M10_S1_H23,M2,7,2.8375625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M10,M10_S1_H26,M2,7,2.9875625,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M10,M10_S1_H27,M2,5,2.2000625,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M10\M10_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M10,M10_S1_H30,M2,5,2.4063125,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M13,M13_S1_H01,M2,7,4.525,आपके हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M13,M13_S1_H02,M2,8,4.6750625,इसके बदले में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M13,M13_S1_H03,M2,6,2.9625625,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M13,M13_S1_H04,M2,5,4.1875625,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M13,M13_S1_H05,M2,5,2.7500625,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M13,M13_S1_H06,M2,8,4.8938125,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M13,M13_S1_H07,M2,6,2.8688125,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M13,M13_S1_H08,M2,6,3.8250625,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M13,M13_S1_H11,M2,7,5.7063125,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H12_M2.wav,doonoon mein badaa antara thaa,M13,M13_S1_H12,M2,5,2.4375625,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M13,M13_S1_H14,M2,7,3.1750625,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei usasei aagei chalaa jaaei,M13,M13_S1_H15,M2,10,7.8000625,समय के साथ ही नहीं उससे उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M13,M13_S1_H17,M2,5,3.5813125,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M13,M13_S1_H19,M2,8,5.1688125,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M13,M13_S1_H20,M2,5,2.7688125,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M13,M13_S1_H21,M2,6,3.1563125,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H22_M2.wav,eika baara phira sei aabhaara,M13,M13_S1_H22,M2,5,2.7938125,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M13,M13_S1_H23,M2,7,4.9813125,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M13,M13_S1_H26,M2,7,4.3750625,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M13,M13_S1_H27,M2,5,2.9250625,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M13\M13_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M13,M13_S1_H30,M2,5,2.5841875,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H01_M2.wav,aapakei hindii pasanda karanei khushii huii,M15,M15_S1_H01,M2,6,6.04375,आपके हिंदी पसंद करने खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga,M15,M15_S1_H02,M2,7,6.0250625,इसके बदले में तुम कुछ और मांग,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M15,M15_S1_H03,M2,6,5.8063125,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M15,M15_S1_H04,M2,5,4.6063125,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M15,M15_S1_H05,M2,5,3.7688125,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H06_M2.wav,aba main joo kahataa usakaa paalana karoo,M15,M15_S1_H06,M2,7,4.8125625,अब मैं जो कहता उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H07_M2.wav,bhaarata aisaa nahiin huaa,M15,M15_S1_H07,M2,4,3.5625625,भारत ऐसा नहीं हुआ,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M15,M15_S1_H08,M2,6,6.0938125,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M15,M15_S1_H11,M2,7,5.0313125,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H12_M2.wav,doonoon badaa antara thaa,M15,M15_S1_H12,M2,4,3.3750625,दोनों बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H14_M2.wav,bahuta sei looga aisaa kara,M15,M15_S1_H14,M2,5,2.2375625,बहुत से लोग ऐसा कर,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H15_M2.wav,samaya kei saatha usasei aagei chalaa jaaei,M15,M15_S1_H15,M2,7,3.3188125,समय के साथ उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H17_M2.wav,shaayada samajha aa gayaa,M15,M15_S1_H17,M2,4,2.5500625,शायद समझ आ गया,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H19_M2.wav,main bhuula hii gayaa isa baata,M15,M15_S1_H19,M2,6,2.8125625,मैं भूला ही गया इस बात,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M15,M15_S1_H20,M2,5,2.6875625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H21_M2.wav,dara kaa artha hootaa,M15,M15_S1_H21,M2,4,2.0375625,दर का अर्थ होता,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H22_M2.wav,eika baara phira sei,M15,M15_S1_H22,M2,4,1.6938125,एक बार फिर से,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H23_M2.wav,naa jaanei kitanei looga isei,M15,M15_S1_H23,M2,5,1.8875625,ना जाने कितने लोग इसे,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H26_M2.wav,aapa apanaa achchhaa kaarya jaarii rakhein,M15,M15_S1_H26,M2,6,3.1188125,आप अपना अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H27_M2.wav,main bhaarata rahataa huuna,M15,M15_S1_H27,M2,4,2.0750625,मैं भारत रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M15,M15_S1_H30,M2,5,3.002875,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M15\M15_S2_H01_M2.wav,aapakei hindii pasanda karanei khushii,M15,M15_S2_H01,M2,5,5.5375,आपके हिंदी पसंद करने खुशी,H01
