audio,text,speaker,utterance,mic,n_words,duration_sec,text_devnagari
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,F26,F26_S1_H19,M2,8,2.2500625,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H20_M2.wav,magara vaha bhii nahiin huaa,F26,F26_S1_H20,M2,5,2.1875625,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,F26,F26_S1_H21,M2,6,1.9250625,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H22_M2.wav,eika baara phira sei aabhaara,F26,F26_S1_H22,M2,5,1.8500625,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,F26,F26_S1_H23,M2,7,2.7313125,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H24_M2.wav,abhii main shaanta hii huuna,F26,F26_S1_H24,M2,5,1.9875625,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H25_M2.wav,svaagata kei liyei dhanyavaada,F26,F26_S1_H25,M2,4,2.1500625,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,F26,F26_S1_H26,M2,7,2.7250625,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H27_M2.wav,main bhaarata mein rahataa huuna,F26,F26_S1_H27,M2,5,2.1000625,मैं भारत में रहता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H28_M2.wav,kahaa jaataa hai ki unhoonnei kabhii jiivana mein jhuutha kaa sahaaraa nahiin liyaa,F26,F26_S1_H28,M2,13,5.1125625,कहा जाता है कि उन्होंने कभी जीवन में झूठ का सहारा नहीं लिया
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H29_M2.wav,aapakaa sandeisha paakara achchhaa lagaa,F26,F26_S1_H29,M2,5,2.3688125,आपका संदेश पाकर अच्छा लगा
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F26\F26_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,F26,F26_S1_H30,M2,5,2.275625,जल्दी से जल्दी कुछ कीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,F29,F29_S1_H01,M2,7,2.825,आपके हिंदी पसंद करने पर खुशी हुई
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,F29,F29_S1_H02,M2,8,2.9375625,इसके बदले में तुम कुछ और मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,F29,F29_S1_H03,M2,6,2.2688125,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H04_M2.wav,isei aisei hii jaarii rakhein,F29,F29_S1_H04,M2,5,1.8938125,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,F29,F29_S1_H05,M2,5,2.0375625,मदद के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,F29,F29_S1_H06,M2,8,3.1188125,अब जो मैं कहता हूं उसका पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa huaa hai,F29,F29_S1_H07,M2,7,2.8500625,भारत में ऐसा नहीं हुआ हुआ है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,F29,F29_S1_H08,M2,6,3.3563125,इस सहयोग हेतु भी बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H09_M2.wav,para yaha sanbhava naa hoo sakaa,F29,F29_S1_H09,M2,6,2.4375625,पर यह संभव ना हो सका
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H10_M2.wav,meirii baatoon ki oora dhyaana diijiyei,F29,F29_S1_H10,M2,6,2.1688125,मेरी बातों कि और ध्यान दीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,F29,F29_S1_H11,M2,7,2.9063125,यहाँ से संघर्ष का दौर शुरू हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H12_M2.wav,doonoon mein badaa antara thaa,F29,F29_S1_H12,M2,5,1.9375625,दोनों में बड़ा अंतर था
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H13_M2.wav,aapa sabhii kei sahayooga kei liyei bahuta dhanyavaada,F29,F29_S1_H13,M2,8,2.7063125,आप सभी के सहयोग के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei kara rahei hai,F29,F29_S1_H14,M2,9,3.5875625,बहुत से लोग ऐसा कर रहे कर रहे है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,F29,F29_S1_H15,M2,9,3.9125625,समय के साथ ही नहीं उससे आगे चला जाए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H16_M2.wav,main krikeita kheila koo kaaphii pasanda karataa huuna,F29,F29_S1_H16,M2,8,3.0750625,मैं क्रिकेट खेल को काफी पसंद करता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,F29,F29_S1_H17,M2,5,2.8813125,शायद समझ आ गया हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H18_M2.wav,joo shaayada aapanei deikhaa naa hoo,F29,F29_S1_H18,M2,6,2.3500625,जो शायद आपने देखा ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,F29,F29_S1_H19,M2,8,2.7438125,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H20_M2.wav,magara vaha bhii nahiin huaa,F29,F29_S1_H20,M2,5,2.1688125,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,F29,F29_S1_H21,M2,6,1.8750625,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H22_M2.wav,eika baara phira sei aabhaara,F29,F29_S1_H22,M2,5,1.7188125,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,F29,F29_S1_H23,M2,7,2.6188125,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H24_M2.wav,abhii main shaanta hii huuna,F29,F29_S1_H24,M2,5,1.6875625,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H25_M2.wav,svaagata kei liyei dhanyavaada,F29,F29_S1_H25,M2,4,1.7375625,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,F29,F29_S1_H26,M2,7,3.2625625,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H27_M2.wav,main bhaarata mein rahataa huuna,F29,F29_S1_H27,M2,5,1.6563125,मैं भारत में रहता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H28_M2.wav,kahaa jaataa hai ki unhoonnei kabhii jiivana mein jhuutha kaa sahaaraa nahiin liyaa,F29,F29_S1_H28,M2,13,4.9438125,कहा जाता है कि उन्होंने कभी जीवन में झूठ का सहारा नहीं लिया
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H29_M2.wav,aapakaa sandeisha paakara achchhaa lagaa,F29,F29_S1_H29,M2,5,2.5813125,आपका संदेश पाकर अच्छा लगा
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F29\F29_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,F29,F29_S1_H30,M2,5,1.8535625,जल्दी से जल्दी कुछ कीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,F31,F31_S1_H01,M2,7,3.45,आपके हिंदी पसंद करने पर खुशी हुई
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,F31,F31_S1_H02,M2,8,3.4625625,इसके बदले में तुम कुछ और मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,F31,F31_S1_H03,M2,6,2.6000625,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H04_M2.wav,isei aisei hii jaarii rakhein,F31,F31_S1_H04,M2,5,2.2563125,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,F31,F31_S1_H05,M2,5,2.2875625,मदद के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,F31,F31_S1_H06,M2,8,2.7375625,अब जो मैं कहता हूं उसका पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,F31,F31_S1_H07,M2,6,2.5125625,भारत में ऐसा नहीं हुआ है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,F31,F31_S1_H08,M2,6,3.0938125,इस सहयोग हेतु भी बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H09_M2.wav,para yaha sanbhava naa hoo sakaa,F31,F31_S1_H09,M2,6,2.4563125,पर यह संभव ना हो सका
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H10_M2.wav,meirii baatoon ki oora dhyaana diijiyei,F31,F31_S1_H10,M2,6,2.5375625,मेरी बातों कि और ध्यान दीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,F31,F31_S1_H11,M2,7,2.8500625,यहाँ से संघर्ष का दौर शुरू हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H12_M2.wav,doonoon mein badaa antara thaa,F31,F31_S1_H12,M2,5,2.0750625,दोनों में बड़ा अंतर था
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H13_M2.wav,aapa sabhii kei sahayooga kei liyei bahuta dhanyavaada,F31,F31_S1_H13,M2,8,3.1188125,आप सभी के सहयोग के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,F31,F31_S1_H14,M2,7,2.1938125,बहुत से लोग ऐसा कर रहे है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,F31,F31_S1_H15,M2,9,3.2125625,समय के साथ ही नहीं उससे आगे चला जाए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H16_M2.wav,main krikeita kheila koo kaaphii pasanda karataa huuna,F31,F31_S1_H16,M2,8,3.5688125,मैं क्रिकेट खेल को काफी पसंद करता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,F31,F31_S1_H17,M2,5,1.9375625,शायद समझ आ गया हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H18_M2.wav,joo shaayada aapanei deikhaa naa hoo,F31,F31_S1_H18,M2,6,2.5375625,जो शायद आपने देखा ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,F31,F31_S1_H19,M2,8,2.4438125,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H20_M2.wav,magara vaha bhii nahiin huaa,F31,F31_S1_H20,M2,5,2.4500625,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,F31,F31_S1_H21,M2,6,2.2438125,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H22_M2.wav,eika baara phira sei aabhaara,F31,F31_S1_H22,M2,5,1.9375625,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,F31,F31_S1_H23,M2,7,2.6938125,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H24_M2.wav,abhii main shaanta hii huuna,F31,F31_S1_H24,M2,5,1.8188125,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H25_M2.wav,svaagata kei liyei dhanyavaada,F31,F31_S1_H25,M2,4,1.8750625,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,F31,F31_S1_H26,M2,7,2.7813125,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H27_M2.wav,main bhaarata mein rahataa huuna,F31,F31_S1_H27,M2,5,1.9625625,मैं भारत में रहता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H28_M2.wav,kahaa jaataa hai ki unhoonnei kabhii jiivana mein jhuutha kaa sahaaraa nahiin liyaa,F31,F31_S1_H28,M2,13,5.5875625,कहा जाता है कि उन्होंने कभी जीवन में झूठ का सहारा नहीं लिया
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H29_M2.wav,aapakaa sandeisha paakara achchhaa lagaa,F31,F31_S1_H29,M2,5,2.4813125,आपका संदेश पाकर अच्छा लगा
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F31\F31_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,F31,F31_S1_H30,M2,5,2.02375,जल्दी से जल्दी कुछ कीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F34\F34_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,F34,F34_S1_H01,M2,7,3.15,आपके हिंदी पसंद करने पर खुशी हुई
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F34\F34_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,F34,F34_S1_H02,M2,8,2.9750625,इसके बदले में तुम कुछ और मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F34\F34_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,F34,F34_S1_H03,M2,6,2.5000625,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F34\F34_S1_H04_M2.wav,isei aisei hii jaarii rakhein,F34,F34_S1_H04,M2,5,2.5313125,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F34\F34_S1_H05_M2.wav,madada kei liyei dhanyavaada bahuta bahuta dhanyavaada,F34,F34_S1_H05,M2,7,3.2375625,मदद के लिए धन्यवाद बहुत बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F34\F34_S1_H06_M2.wav,joo main kahataa huuna paalana paalana karoo paalana karoo,F34,F34_S1_H06,M2,9,3.6500625,जो मैं कहता हूं पालन पालन करो पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F34\F34_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,F34,F34_S1_H07,M2,6,3.0188125,भारत में ऐसा नहीं हुआ है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F34\F34_S1_H08_M2.wav,isa sahayooga bhii bahuta dhanyavaada,F34,F34_S1_H08,M2,5,2.5000625,इस सहयोग भी बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F34\F34_S1_H09_M2.wav,para sanbhava naa hoo,F34,F34_S1_H09,M2,4,1.6375625,पर संभव ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F34\F34_S1_H10_M2.wav,meirii baatoon ki dhyaana diijiyei dhyaana,F34,F34_S1_H10,M2,6,3.1313125,मेरी बातों कि ध्यान दीजिए ध्यान
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,F35,F35_S1_H01,M2,7,2.7935625,आपके हिंदी पसंद करने पर खुशी हुई
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,F35,F35_S1_H02,M2,8,3.265625,इसके बदले में तुम कुछ और मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,F35,F35_S1_H03,M2,6,3.6784375,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H04_M2.wav,isei aisei hii jaarii rakhein,F35,F35_S1_H04,M2,5,3.3375625,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,F35,F35_S1_H05,M2,5,2.3319375,मदद के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,F35,F35_S1_H06,M2,8,3.0623125,अब जो मैं कहता हूं उसका पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,F35,F35_S1_H07,M2,6,2.2684375,भारत में ऐसा नहीं हुआ है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,F35,F35_S1_H08,M2,6,3.3725625,इस सहयोग हेतु भी बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H09_M2.wav,para yaha sanbhava naa hoo sakaa,F35,F35_S1_H09,M2,6,2.3275625,पर यह संभव ना हो सका
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H10_M2.wav,meirii baatoon ki oora dhyaana diijiyei,F35,F35_S1_H10,M2,6,3.1000625,मेरी बातों कि और ध्यान दीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,F35,F35_S1_H11,M2,7,3.6375625,यहाँ से संघर्ष का दौर शुरू हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H12_M2.wav,doonoon mein badaa antara thaa,F35,F35_S1_H12,M2,5,2.0313125,दोनों में बड़ा अंतर था
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H13_M2.wav,aapa sabhii kei sahayooga kei liyei bahuta dhanyavaada,F35,F35_S1_H13,M2,8,3.8563125,आप सभी के सहयोग के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,F35,F35_S1_H14,M2,7,2.7125625,बहुत से लोग ऐसा कर रहे है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,F35,F35_S1_H15,M2,9,5.1063125,समय के साथ ही नहीं उससे आगे चला जाए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H16_M2.wav,main krikeita kheila koo kaaphii pasanda karataa huuna,F35,F35_S1_H16,M2,8,4.5250625,मैं क्रिकेट खेल को काफी पसंद करता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,F35,F35_S1_H17,M2,5,2.4563125,शायद समझ आ गया हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H18_M2.wav,joo shaayada aapanei deikhaa naa hoo,F35,F35_S1_H18,M2,6,2.8625625,जो शायद आपने देखा ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,F35,F35_S1_H19,M2,8,2.8250625,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H20_M2.wav,magara vaha bhii nahiin huaa,F35,F35_S1_H20,M2,5,2.7500625,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,F35,F35_S1_H21,M2,6,2.4688125,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H22_M2.wav,eika baara phira sei aabhaara,F35,F35_S1_H22,M2,5,2.2438125,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,F35,F35_S1_H23,M2,7,3.4813125,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H24_M2.wav,abhii main shaanta hii huuna,F35,F35_S1_H24,M2,5,2.0063125,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H25_M2.wav,svaagata kei liyei dhanyavaada,F35,F35_S1_H25,M2,4,2.1125625,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,F35,F35_S1_H26,M2,7,3.5188125,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\F35\F35_S1_H27_M2.wav,main bhaarata mein rahataa huuna,F35,F35_S1_H27,M2,5,2.6313125,मैं भारत में रहता हूं
